"Street","Description","Barangay","City","Province","Classification","Zonal Value"
"TRES DE ABRIL","N BACALSO-A LOPEZ","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","17,700.00"
"VILLA FLORENA ROAD","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","13,000.00"
"WOOLBRIGHT DRIVE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","13,000.00"
"ZUBIRI STREET","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","13,000.00"
"ALL OTHER STREETS","","LABANGON","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","13,000.00"
"ALL OTHER STREETS","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL OTHER STREETS","INTERIOR","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","5,500.00"
"ALL OTHER STREETS","","LABANGON","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","2,000.00"
"ACACIA PLACE SUBD.","SACRED HEART ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"BELLA VILLE SUBD.","SALVADOR ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"BENTLY ESTATE SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"BLISS HOUSING SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","25,000.00"
"BLISS HOUSING SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"CASA ROSITA SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","25,000.00"
"FRANCISCA VILLAGE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"GREEN MEADOW SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"HAPPY VALLEY SUBD.","BACK OF","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"HORSESHOE DR SUBD","HAPPY VALLEY","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"LA PALOMA SUBD.","SALVADOR ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"PASEO SAN RAMON","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","25,000.00"
"PERPETUAL VALLEY SUBDIVISION","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"QUIJANO SUBD","R. DUTERTE ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"ROCKY HILLS SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"ROSALINA VILLAGE","R. DUTERTE ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","20,000.00"
"SACRED HEART VILLAGE","R. DUTERTE ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","20,000.00"
"SHANGRILLA I&II SUBD.","SALVADOR ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"STA. TERESITA VILLAGE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"STO. ROSARIO SUBD.","SALVADOT ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"THE COURTYARDS AT BROOKRIDGE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"THE COURTYARDS AT BROOKRIDGE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","16,000.00"
"VENUS HOMES SUBD.","SALVADOR ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"VERANO COMPOUND 2 ROAD(STA. ANA CMPD.)","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"VILLA CRISTINA VILLAGE","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"VIRGILIO GONZALES SUBD.","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,700.00"
"WEST HOMES","SACRED HEART ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"WOODBERRY SUBD.","SACRED HEART ST.","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"ALL OTHEREXISTING SUBDIVISION","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"NEW SUBDIIVISION","FIRST CLASS","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","LABANGON","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","LABANGON","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","LABANGON","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"ALUMNUS STREET","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"AVOCADO ST","GANSIANG-N BACALSO","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"AVOCADO ST","BACALSO-HUMABON","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","28,300.00"
"AVOCADO ST","BACALSO-HUMABON","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"C PADILLA ST","R AVE-KINALUMSAN","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","28,300.00"
"C PADILLA ST","AVOCADO TR. BACALSO ST.","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","28,300.00"
"CASHMERE ST","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"CCC PRIVATE RD","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"COL TABADA ST.","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"GANSIANG ST /NOW G. ELORDE ST","AVOCADO ST-LIM COMPOUND","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,300.00"
"GANSIANG ST/ NOW G. ELORDE ST","LIM COMPOUND-BERNARDINA","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","13,400.00"
"GREEN DAUPHIN ST","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"LAPULAPU ST","TABADA - HUMABON","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"LAPU-LAPU STREET /COLVETA ST.","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"LUCAS GABUYA STREET/TAGUNOL","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"LYNCH STREET","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"MARIA GOCHAN","GANSIANG - N BACALSO","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"N. BACALSO AVE..","PADILLA-KINALUMSAN","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","26,300.00"
"N. BACALSO AVE. EXT","TABADA - C. PADILLA","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"RAJAH HUMABON ST","TABADA","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","95,000.00"
"RAJAH HUMABON ST","TABADA","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"SAN BERNARDINO ST","GANSIANG - MA GOCHAN","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"SAN ROQUE EXT","SAN ROQUE ST","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,300.00"
"SAN ROQUE ST","C. PADILLA","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"SRP ACCESS ROAD","","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","28,000.00"
"TECSON, SEGUNDINO D. STREET","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"YBANEZ COMPOUND","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"YBAÑEZ PRIVATE ROAD TO C. PADILLA ST.","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","26,000.00"
"ALL OTHER STREETS","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"ALL OTHER STREETS","INTERIOR","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL EXISTING SUBDIVISIONS","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"NEW SUBDIIVISION","FIRST CLASS","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","MAMBALING","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","63,200.00"
"CONDOMINIUM - HIGH END","","MAMBALING","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","MAMBALING","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"B ARANAS","LAKANDULA-3 DE ABRIL","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","25,000.00"
"B ARANAS","SITIO CHAMPACA","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","19,000.00"
"B ARANAS","ATLANTIC WARE HOUSE/SHOW ROOM","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","25,000.00"
"B ARANAS","CEBU MMMF GLASS","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","25,000.00"
"BALAGTAS ST","PANGANIBAN-CLIMACO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","25,000.00"
"BORROMEO ST","SANCIANGKO-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","35,800.00"
"C PADILLA ST","LAKANDULA-3 DE ABRIL","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","30,200.00"
"C PADILLA ST","SITIO CATLEYA","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","22,500.00"
"CLIMACO STREET","","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","30,000.00"
"COLON ST","COLON BR-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","63,200.00"
"DIMASALANG ST","PANGANIBAN-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","22,800.00"
"ESPELETA ST","LAKANDULA-3 DE ABRIL","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,000.00"
"GARFIELD ST","C PADILLA-TUPAS","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,000.00"
"LAKANDULA ST","3 DE ABRIL-TUPAS","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,000.00"
"LEON KILAT ST","COLON-MAGALLANES","PAHINA CENTRAL","CEBU SOUTH","CEBU","PARKING SLOT","95,000.00"
"LEON KILAT ST","COLON-MAGALLANES","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","40,500.00"
"LEON KILAT ST","N BACALSO-COLON","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","40,500.00"
"MAGALLANES ST","GUADALUPE RVR-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","43,600.00"
"NATALIO BACALSO","PANGANIBAN-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,700.00"
"NATALIO BACALSO","GUAD RIVER-PANGANIBAN","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,500.00"
"PANGANIBAN ST","N BACALSO-M ESCANO","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","38,300.00"
"SANCIANGKO ST","SANCIANGCO L.KILAT","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,700.00"
"SANCIANGKO ST","GUADALUPE RIVER-PANGANIBAN","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,700.00"
"TRES DE ABRIL ST","LAKANDULA-TUPAS","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,000.00"
"TUPAS ST","LAKANDULA-FORBES","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,000.00"
"ALL OTHER STREETS","","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","20,000.00"
"ALL OTHER STREETS","","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,700.00"
"ALL OTHER STREETS","INTERIOR","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"CONDOMINIUM - HIGH END","","PAHINA CENTRAL","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","PAHINA CENTRAL","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","40,000.00"
"CONDOMINIUM - LOW COST","","PAHINA CENTRAL","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"B ARANAS ST.","LAKANDULA-3 DE ABRIL","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,200.00"
"C PADILLA ST.","LAKANDULA-3 DE ABRIL","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","30,200.00"
"ESPELITA ST","LAKANDULA-3 DE ABRIL","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,100.00"
"ESPELITA STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"FLORES, L. STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"GARFIELD ST","C PADILLA-TUPAS","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,100.00"
"GARFIELD STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"LAKANDULA ST","3 DE ABRIL-TUPAS","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,100.00"
"LAKANDULA STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"TRES DE ABRIL ST","LAKANDULA-TUPAS","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,100.00"
"TRES DE ABRIL STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"TUPAS ST","LAKANDULA-FORBES","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,100.00"
"TUPAS STREET","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","16,000.00"
"ALL OTHER STREETS","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","INTERIOR","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"ALL OTHER STREETS","INTERIOR","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"CONDOMINIUM - HIGH END","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","PAHINA SAN NICOLAS","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"PAMUTAN ROAD","","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,500.00"
"RURAL BARANGAY","","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,000.00"
"RURAL BARANGAY","","PAMUTAN","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"SUBURBAN AREAS WITH ROAD","","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,500.00"
"SUBURBAN AREAS WITH ROAD","","PAMUTAN","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","1,000.00"
"SUBURBAN AREAS WITHOUT ROAD","","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,000.00"
"SUBURBAN AREAS WITHOUT ROAD","","PAMUTAN","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"ALL NEW SUBDIVISION","1ST CLASS","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL NEW SUBDIVISION","SOCIALIZED","PAMUTAN","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","3,700.00"
"A. BORRES ST.","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"ACCESS ROAD 1","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"ACCESS ROAD 7A","","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"ACCESS ROAD 7A","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"ACCESS ROAD 7B","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"F. RALLOS ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"F. RALLOS ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","19,500.00"
"GARFIELD ST","","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"GARFIELD ST","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"L. FLORES ST","TUPAZ-STO NINO EXT","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","15,000.00"
"L. FLORES ST","TUPAZ-STO NINO EXT","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"M. DELA CONCEPCION","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"M. DELA CONCEPCION","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"R. MAGSAYSAY ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"R. MAGSAYSAY ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"SAN ANTONIO STREET","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"STO. NINO EXT","","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"STO. NINO EXT","DON BOSCO TC-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"T CAVAN ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"T CAVAN ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"T CAVAN ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"TUPAS ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"TUPAS ST","GUADALUPE RVR-GARFIELD","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,500.00"
"ALL OTHER STREETS","","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"ALL OTHER STREETS","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,200.00"
"ALL OTHER STREETS","INTERIOR","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"CONDOMINIUM - HIGH END","","PASIL ABUNO","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","PASIL ABUNO","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","PASIL ABUNO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"A. GABUYA ST","N BACALSO-JACA ST","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","11,500.00"
"A. GABUYA ST","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"ABELLANOSA ST","","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","11,500.00"
"ABELLANOSA ST","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"DACALOS ST","N BACALSO-TABURA","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","13,200.00"
"DACALOS ST","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"F. JACA ST","GABUYA-KINASANG AN","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"F. JACA ST","GABUYA-KINASANG AN","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","13,200.00"
"F. JACA ST","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"F SABELLANO ST","D L VICTORIA-KINASANGAN","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"I. TABORA ST.","SABELLANO-F JACA","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"KALUBIHAN","","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","12,200.00"
"LA FAMILIA","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"LAS VILLAS","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"N. BACALSO AVE.","SUNRISE-KINASANGAN","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","16,000.00"
"PARDO CEMETERY ROAD","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,700.00"
"ROAD TO SUNRISE VILL","N. BACALSO AVE.","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","11,500.00"
"ROAD TO SUNRISE VILL","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"ROAD TO SRP","","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","95,000.00"
"ALL OTHER STREETS","","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","11,500.00"
"ALL OTHER STREETS","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","9,500.00"
"ALL OTHER STREETS","INTERIOR","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"HONEY HOMES (SUBDIVISION)","F.JACA","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"JASHVILLE SUBDIVISION","AZNAR ROAD","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"JASHVILLE SUBDIVISION","AZNAR ROAD","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"RAINBOW VILLAGE","","POBLACION PARDO","CEBU SOUTH","CEBU","","11,500.00"
"ROCKVILLE 1 SUBDIVISION","AZNAR ROAD","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"ROCKVILLE 2 SUBDIVISION","AZNAR ROAD","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"SPLENDOR HILLS. SUBD.","AZNAR ROAD","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"STA. LUCIA VILLAGE","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","20,000.00"
"SUNRISE VILLAGE","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,500.00"
"ALL OTHER EXISTING SUBDIVISIONS","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"NEW SUBDIIVISION","FIRST CLASS","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
